mod_pres_stu,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
BBB-2014B-331156,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,234,-41.0,234.0,keep,0.5454545454545454,27.181818181818183,592.0,34,5,35,15,10,2014,Feb,SocSci,Pass
BBB-2014B-334023,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,234,-31.0,234.0,keep,0.9090909090909091,77.63636363636364,152.0,134,8,322,34,10,2014,Feb,SocSci,Pass
BBB-2014B-334565,M,Wales,Post Graduate Qualification,80-90%,35-55,1,120,N,234,-29.0,234.0,keep,1.0,92.36363636363636,0.0,732,8,3151,180,10,2014,Feb,SocSci,Distinction
BBB-2014B-334981,F,South Region,A Level or Equivalent,70-80%,35-55,6,120,N,234,-64.0,234.0,keep,1.0,82.27272727272727,0.0,60,7,213,8,10,2014,Feb,SocSci,Distinction
BBB-2014B-336356,F,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,234,-97.0,234.0,keep,1.0,90.72727272727273,0.0,238,7,618,62,10,2014,Feb,SocSci,Pass
BBB-2014B-338168,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,120,N,234,-8.0,234.0,keep,0.36363636363636365,25.636363636363637,861.0,133,9,312,28,10,2014,Feb,SocSci,Fail
BBB-2014B-339381,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,234,-66.0,234.0,keep,1.0,90.72727272727273,0.0,245,7,512,49,10,2014,Feb,SocSci,Pass
BBB-2014B-342017,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,234,-89.0,234.0,keep,0.36363636363636365,32.63636363636363,938.0,82,7,219,27,10,2014,Feb,SocSci,Fail
BBB-2014B-348771,F,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,234,-29.0,234.0,keep,0.8181818181818182,57.45454545454545,346.0,62,6,124,12,10,2014,Feb,SocSci,Fail
BBB-2014B-349258,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,234,-57.0,234.0,keep,0.09090909090909091,6.545454545454546,1177.0,14,4,32,3,10,2014,Feb,SocSci,Fail
BBB-2014B-354984,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,234,-117.0,234.0,keep,1.0,77.72727272727273,0.0,247,7,999,55,10,2014,Feb,SocSci,Pass
BBB-2014B-355147,F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,234,-110.0,234.0,keep,1.0,84.63636363636364,0.0,272,7,577,78,10,2014,Feb,SocSci,Pass
BBB-2014B-355643,F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,234,-102.0,234.0,keep,1.0,73.0,0.0,108,7,262,22,10,2014,Feb,SocSci,Pass
BBB-2014B-356386,F,South West Region,Lower Than A Level,20-30%,0-35,1,60,Y,234,-78.0,234.0,keep,0.45454545454545453,31.09090909090909,891.0,122,7,304,23,10,2014,Feb,SocSci,Fail
BBB-2014B-358956,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,234,-32.0,234.0,keep,1.0,73.54545454545455,0.0,310,7,693,86,10,2014,Feb,SocSci,Pass
BBB-2014B-359438,F,Wales,A Level or Equivalent,20-30%,0-35,2,60,N,234,-127.0,234.0,keep,1.0,84.72727272727273,0.0,70,7,176,18,10,2014,Feb,SocSci,Distinction
BBB-2014B-360190,F,South West Region,Lower Than A Level,50-60%,0-35,1,180,N,234,-82.0,234.0,keep,0.45454545454545453,21.90909090909091,821.0,29,5,54,8,10,2014,Feb,SocSci,Fail
BBB-2014B-363110,F,South East Region,A Level or Equivalent,20-30%,0-35,1,180,N,234,-137.0,234.0,keep,0.9090909090909091,62.0,194.0,123,8,213,25,10,2014,Feb,SocSci,Pass
BBB-2014B-363396,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,234,-51.0,234.0,keep,0.9090909090909091,78.27272727272727,194.0,265,7,485,68,10,2014,Feb,SocSci,Distinction
BBB-2014B-365488,F,Wales,A Level or Equivalent,60-70%,0-35,2,60,N,234,-31.0,234.0,keep,0.09090909090909091,5.090909090909091,1177.0,9,4,14,4,10,2014,Feb,SocSci,Fail
BBB-2014B-367535,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,234,-36.0,234.0,keep,1.0,67.9090909090909,0.0,243,7,504,72,10,2014,Feb,SocSci,Pass
BBB-2014B-369715,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,Y,234,-36.0,234.0,keep,0.8181818181818182,62.81818181818182,234.0,225,8,764,45,10,2014,Feb,SocSci,Pass
BBB-2014B-370008,F,Scotland,A Level or Equivalent,30-40%,0-35,2,120,N,234,-60.0,234.0,keep,0.7272727272727273,66.0,463.0,241,6,858,54,10,2014,Feb,SocSci,Fail
BBB-2014B-372997,F,Wales,HE Qualification,80-90%,35-55,0,120,N,234,-92.0,234.0,keep,0.8181818181818182,76.36363636363636,388.0,279,8,883,53,10,2014,Feb,SocSci,Distinction
BBB-2014B-374747,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,234,-29.0,234.0,keep,1.0,56.90909090909091,0.0,102,6,269,21,10,2014,Feb,SocSci,Pass
BBB-2014B-375711,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,234,-60.0,234.0,keep,0.09090909090909091,6.7272727272727275,1177.0,15,5,25,5,10,2014,Feb,SocSci,Fail
BBB-2014B-375717,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,234,-36.0,234.0,keep,0.6363636363636364,59.36363636363637,692.0,363,8,817,74,10,2014,Feb,SocSci,Pass
BBB-2014B-377469,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,234,-173.0,234.0,keep,1.0,82.18181818181819,0.0,139,7,281,34,10,2014,Feb,SocSci,Pass
BBB-2014B-380184,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,210,N,234,-23.0,234.0,keep,0.8181818181818182,47.27272727272727,199.0,149,7,382,23,10,2014,Feb,SocSci,Pass
BBB-2014B-380204,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,234,-68.0,234.0,keep,1.0,85.63636363636364,0.0,416,8,1075,66,10,2014,Feb,SocSci,Pass
BBB-2014B-381533,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,234,-64.0,234.0,keep,1.0,73.54545454545455,0.0,473,8,1726,97,10,2014,Feb,SocSci,Pass
BBB-2014B-381544,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,234,-29.0,234.0,keep,1.0,76.0,0.0,238,8,572,29,10,2014,Feb,SocSci,Pass
BBB-2014B-381909,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,120,N,234,-24.0,234.0,keep,1.0,89.63636363636364,0.0,401,9,1379,65,10,2014,Feb,SocSci,Distinction
BBB-2014B-381917,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,234,-94.0,234.0,keep,1.0,83.9090909090909,0.0,784,8,2201,156,10,2014,Feb,SocSci,Distinction
BBB-2014B-383241,F,Scotland,HE Qualification,60-70%,0-35,0,75,N,234,-134.0,234.0,keep,1.0,77.54545454545455,0.0,698,9,1682,85,10,2014,Feb,SocSci,Pass
BBB-2014B-383967,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,234,-66.0,234.0,keep,1.0,72.0909090909091,0.0,114,7,269,25,10,2014,Feb,SocSci,Pass
BBB-2014B-384636,F,Wales,Lower Than A Level,20-30%,0-35,0,120,N,234,-29.0,234.0,keep,0.45454545454545453,38.0,891.0,190,7,434,43,10,2014,Feb,SocSci,Fail
BBB-2014B-384884,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,234,-81.0,234.0,keep,0.9090909090909091,74.27272727272727,117.0,312,8,1069,74,10,2014,Feb,SocSci,Pass
BBB-2014B-386374,F,South Region,Lower Than A Level,10-20,0-35,2,60,N,234,-29.0,234.0,keep,0.09090909090909091,8.181818181818182,1177.0,6,2,18,4,10,2014,Feb,SocSci,Fail
BBB-2014B-389249,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,234,-36.0,234.0,keep,0.9090909090909091,73.36363636363636,194.0,139,8,398,43,10,2014,Feb,SocSci,Pass
BBB-2014B-391153,F,Ireland,A Level or Equivalent,20-30%,0-35,0,120,N,234,-17.0,234.0,keep,1.0,81.54545454545455,0.0,324,8,976,49,10,2014,Feb,SocSci,Pass
BBB-2014B-392604,F,South Region,Lower Than A Level,80-90%,35-55,0,90,N,234,-168.0,234.0,keep,1.0,83.27272727272727,0.0,519,9,1248,101,10,2014,Feb,SocSci,Pass
BBB-2014B-392733,F,London Region,HE Qualification,0-10%,35-55,0,120,N,234,-51.0,234.0,keep,0.09090909090909091,4.818181818181818,1177.0,56,3,116,14,10,2014,Feb,SocSci,Fail
BBB-2014B-393131,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,234,-172.0,234.0,keep,0.36363636363636365,31.545454545454547,1008.0,55,7,111,11,10,2014,Feb,SocSci,Fail
BBB-2014B-394067,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,234,-128.0,234.0,keep,1.0,90.0,0.0,127,7,262,48,10,2014,Feb,SocSci,Distinction
BBB-2014B-394480,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,234,-131.0,234.0,keep,0.09090909090909091,6.636363636363637,1177.0,22,4,42,3,10,2014,Feb,SocSci,Fail
BBB-2014B-394520,F,North Region,Lower Than A Level,80-90%,0-35,0,120,N,234,-114.0,234.0,keep,1.0,64.81818181818181,0.0,173,8,377,34,10,2014,Feb,SocSci,Pass
BBB-2014B-395374,F,London Region,HE Qualification,30-40%,0-35,0,120,N,234,-29.0,234.0,keep,0.9090909090909091,73.63636363636364,194.0,214,7,448,86,10,2014,Feb,SocSci,Pass
BBB-2014B-396456,F,Wales,HE Qualification,40-50%,0-35,0,60,N,234,-24.0,234.0,keep,0.9090909090909091,75.36363636363636,152.0,285,7,677,74,10,2014,Feb,SocSci,Distinction
BBB-2014B-396799,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,234,-68.0,234.0,keep,1.0,80.9090909090909,0.0,375,7,812,81,10,2014,Feb,SocSci,Distinction
BBB-2014B-397312,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,234,-149.0,234.0,keep,0.8181818181818182,57.45454545454545,388.0,261,8,847,53,10,2014,Feb,SocSci,Fail
BBB-2014B-397747,F,South Region,Lower Than A Level,50-60%,0-35,2,60,N,234,-22.0,234.0,keep,0.9090909090909091,72.0909090909091,117.0,383,10,1196,65,10,2014,Feb,SocSci,Pass
BBB-2014B-397829,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,234,-32.0,234.0,keep,0.9090909090909091,70.0,194.0,197,7,524,46,10,2014,Feb,SocSci,Pass
BBB-2014B-401441,F,South Region,Lower Than A Level,70-80%,35-55,1,60,N,234,-80.0,234.0,keep,0.2727272727272727,23.0,1090.0,72,8,292,14,10,2014,Feb,SocSci,Fail
BBB-2014B-405268,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,234,-18.0,234.0,keep,0.9090909090909091,77.9090909090909,117.0,83,7,173,25,10,2014,Feb,SocSci,Distinction
BBB-2014B-406600,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,234,-59.0,234.0,keep,0.9090909090909091,73.45454545454545,194.0,115,7,299,27,10,2014,Feb,SocSci,Pass
BBB-2014B-408581,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,180,N,234,-29.0,234.0,keep,0.9090909090909091,76.9090909090909,117.0,267,8,660,48,10,2014,Feb,SocSci,Distinction
BBB-2014B-411895,F,East Anglian Region,Lower Than A Level,0-10%,0-35,3,120,N,234,-131.0,234.0,keep,0.2727272727272727,17.818181818181817,1090.0,15,4,24,4,10,2014,Feb,SocSci,Fail
BBB-2014B-417263,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,234,-75.0,234.0,keep,0.9090909090909091,76.45454545454545,194.0,255,7,740,72,10,2014,Feb,SocSci,Pass
BBB-2014B-417684,F,South East Region,A Level or Equivalent,20-30%,0-35,2,60,N,234,-29.0,234.0,keep,1.0,90.0,0.0,318,7,737,70,10,2014,Feb,SocSci,Distinction
BBB-2014B-420663,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,234,-102.0,234.0,keep,1.0,72.63636363636364,0.0,123,7,248,31,10,2014,Feb,SocSci,Pass
BBB-2014B-421326,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,234,-61.0,234.0,keep,0.8181818181818182,51.63636363636363,276.0,32,6,83,9,10,2014,Feb,SocSci,Fail
BBB-2014B-421992,F,East Anglian Region,Lower Than A Level,0-10%,0-35,2,60,N,234,-82.0,234.0,keep,0.5454545454545454,47.27272727272727,809.0,184,7,719,30,10,2014,Feb,SocSci,Fail
BBB-2014B-423652,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,Y,234,-29.0,234.0,keep,0.9090909090909091,79.63636363636364,152.0,146,8,300,40,10,2014,Feb,SocSci,Distinction
BBB-2014B-424014,F,Scotland,Lower Than A Level,80-90%,35-55,2,120,N,234,-17.0,234.0,keep,1.0,88.72727272727273,0.0,312,8,1012,65,10,2014,Feb,SocSci,Pass
BBB-2014B-424863,F,Ireland,Lower Than A Level,60-70%,0-35,4,120,N,234,-52.0,234.0,keep,0.09090909090909091,5.454545454545454,1177.0,30,7,64,6,10,2014,Feb,SocSci,Fail
BBB-2014B-429099,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,2,90,N,234,-192.0,234.0,keep,1.0,89.72727272727273,0.0,296,8,600,51,10,2014,Feb,SocSci,Distinction
BBB-2014B-429417,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,234,-52.0,234.0,keep,1.0,85.27272727272727,0.0,351,8,676,84,10,2014,Feb,SocSci,Pass
BBB-2014B-432480,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,234,-110.0,234.0,keep,1.0,57.81818181818182,0.0,65,5,145,22,10,2014,Feb,SocSci,Pass
BBB-2014B-435282,F,South West Region,A Level or Equivalent,70-80%,35-55,2,60,Y,234,-88.0,234.0,keep,0.45454545454545453,29.727272727272727,926.0,281,7,710,66,10,2014,Feb,SocSci,Fail
BBB-2014B-437171,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,234,-100.0,234.0,keep,1.0,82.54545454545455,0.0,285,8,1033,52,10,2014,Feb,SocSci,Pass
BBB-2014B-437565,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,234,-41.0,234.0,keep,1.0,85.0909090909091,0.0,399,7,1139,92,10,2014,Feb,SocSci,Pass
BBB-2014B-439109,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,234,-29.0,234.0,keep,0.7272727272727273,46.18181818181818,540.0,104,8,237,23,10,2014,Feb,SocSci,Fail
BBB-2014B-439710,F,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,234,-146.0,234.0,keep,1.0,90.36363636363636,0.0,309,7,630,93,10,2014,Feb,SocSci,Distinction
BBB-2014B-442497,F,London Region,Lower Than A Level,0-10%,35-55,0,90,N,234,-52.0,234.0,keep,0.2727272727272727,19.818181818181817,1020.0,78,6,187,15,10,2014,Feb,SocSci,Fail
BBB-2014B-444561,F,Wales,Lower Than A Level,60-70%,0-35,1,60,N,234,-184.0,234.0,keep,0.7272727272727273,64.36363636363636,470.0,555,8,1207,133,10,2014,Feb,SocSci,Pass
BBB-2014B-444858,F,London Region,A Level or Equivalent,0-10%,35-55,1,120,N,234,-36.0,234.0,keep,0.8181818181818182,56.90909090909091,388.0,191,8,641,32,10,2014,Feb,SocSci,Fail
BBB-2014B-444872,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,234,-36.0,234.0,keep,0.9090909090909091,78.27272727272727,194.0,195,7,478,42,10,2014,Feb,SocSci,Pass
BBB-2014B-445415,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,234,-153.0,234.0,keep,1.0,80.81818181818181,0.0,239,7,429,75,10,2014,Feb,SocSci,Pass
BBB-2014B-445494,M,South Region,HE Qualification,10-20,0-35,1,60,N,234,-31.0,234.0,keep,1.0,84.9090909090909,0.0,164,7,362,43,10,2014,Feb,SocSci,Pass
BBB-2014B-446296,F,Wales,Lower Than A Level,20-30%,0-35,2,180,N,234,-11.0,234.0,keep,0.45454545454545453,37.0,667.0,54,7,122,12,10,2014,Feb,SocSci,Fail
BBB-2014B-446650,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,234,-61.0,234.0,keep,1.0,71.72727272727273,0.0,392,7,768,89,10,2014,Feb,SocSci,Pass
BBB-2014B-446755,F,South West Region,HE Qualification,30-40%,35-55,0,60,N,234,-138.0,234.0,keep,1.0,92.9090909090909,0.0,340,8,757,58,10,2014,Feb,SocSci,Distinction
BBB-2014B-447184,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,234,-53.0,234.0,keep,0.9090909090909091,79.81818181818181,194.0,259,8,736,47,10,2014,Feb,SocSci,Pass
BBB-2014B-447265,F,London Region,No Formal quals,60-70%,0-35,0,180,N,234,-32.0,234.0,keep,0.7272727272727273,55.45454545454545,316.0,67,7,137,13,10,2014,Feb,SocSci,Pass
BBB-2014B-447292,F,North Western Region,HE Qualification,60-70%,35-55,1,60,N,234,4.0,234.0,keep,0.2727272727272727,21.363636363636363,1090.0,102,8,228,17,10,2014,Feb,SocSci,Fail
BBB-2014B-465369,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,234,-279.0,234.0,keep,1.0,75.27272727272727,0.0,75,7,206,13,10,2014,Feb,SocSci,Pass
BBB-2014B-466856,F,South West Region,A Level or Equivalent,20-30%,0-35,0,180,N,234,-36.0,234.0,keep,0.9090909090909091,74.0,152.0,109,7,175,47,10,2014,Feb,SocSci,Distinction
BBB-2014B-467100,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,234,-94.0,234.0,keep,0.8181818181818182,65.81818181818181,311.0,469,8,1398,97,10,2014,Feb,SocSci,Fail
BBB-2014B-467303,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,234,-36.0,234.0,keep,1.0,74.0909090909091,0.0,221,9,486,48,10,2014,Feb,SocSci,Pass
BBB-2014B-467580,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,234,-88.0,234.0,keep,1.0,78.27272727272727,0.0,304,7,829,66,10,2014,Feb,SocSci,Pass
BBB-2014B-468349,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,60,N,234,-51.0,234.0,keep,0.5454545454545454,42.72727272727273,809.0,49,6,122,14,10,2014,Feb,SocSci,Fail
BBB-2014B-468529,F,South Region,Lower Than A Level,70-80%,0-35,0,120,N,234,-87.0,208.0,keep,0.6363636363636364,55.0,657.0,68,6,119,24,10,2014,Feb,SocSci,Withdrawn
BBB-2014B-469177,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,234,-145.0,234.0,keep,1.0,83.0909090909091,0.0,101,8,232,29,10,2014,Feb,SocSci,Pass
BBB-2014B-470113,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,234,-2.0,234.0,keep,1.0,75.9090909090909,0.0,142,7,344,33,10,2014,Feb,SocSci,Pass
BBB-2014B-470331,F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,234,-53.0,219.0,keep,0.9090909090909091,75.54545454545455,117.0,703,10,2249,94,10,2014,Feb,SocSci,Withdrawn
BBB-2014B-470693,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,234,-32.0,234.0,keep,1.0,92.18181818181819,0.0,848,8,3054,143,10,2014,Feb,SocSci,Distinction
BBB-2014B-471925,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,234,-100.0,234.0,keep,1.0,79.72727272727273,0.0,218,7,574,56,10,2014,Feb,SocSci,Pass
BBB-2014B-473095,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,N,234,-32.0,208.0,keep,0.45454545454545453,39.72727272727273,856.0,119,6,252,44,10,2014,Feb,SocSci,Withdrawn
BBB-2014B-473509,M,West Midlands Region,Lower Than A Level,90-100%,35-55,2,300,N,234,-69.0,234.0,keep,0.09090909090909091,7.0,1177.0,265,7,1275,42,10,2014,Feb,SocSci,Fail
BBB-2014B-474607,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,234,-137.0,234.0,keep,0.6363636363636364,19.90909090909091,510.0,56,6,125,9,10,2014,Feb,SocSci,Fail
BBB-2014B-475981,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,234,-284.0,234.0,keep,0.7272727272727273,57.36363636363637,463.0,41,6,71,14,10,2014,Feb,SocSci,Pass
BBB-2014B-477779,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,234,-24.0,234.0,keep,0.8181818181818182,55.90909090909091,269.0,150,7,275,38,10,2014,Feb,SocSci,Fail
BBB-2014B-478242,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,234,-23.0,234.0,keep,0.8181818181818182,69.9090909090909,199.0,98,7,197,28,10,2014,Feb,SocSci,Pass
BBB-2014B-479738,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,130,N,234,-107.0,234.0,keep,1.0,65.9090909090909,0.0,152,7,428,40,10,2014,Feb,SocSci,Pass
BBB-2014B-480372,F,North Western Region,Lower Than A Level,10-20,0-35,1,120,N,234,-51.0,234.0,keep,0.8181818181818182,56.90909090909091,304.0,61,6,119,16,10,2014,Feb,SocSci,Pass
BBB-2014B-481150,F,Ireland,A Level or Equivalent,10-20,0-35,0,120,N,234,-29.0,234.0,keep,0.8181818181818182,72.0,234.0,180,8,427,44,10,2014,Feb,SocSci,Pass
BBB-2014B-481947,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,180,N,234,-48.0,234.0,keep,0.09090909090909091,6.363636363636363,1177.0,29,6,71,7,10,2014,Feb,SocSci,Fail
BBB-2014B-483031,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,234,-76.0,234.0,keep,1.0,88.54545454545455,0.0,235,7,434,55,10,2014,Feb,SocSci,Distinction
BBB-2014B-483468,F,Wales,HE Qualification,90-100%,0-35,0,60,N,234,-120.0,234.0,keep,1.0,82.54545454545455,0.0,239,7,502,56,10,2014,Feb,SocSci,Pass
BBB-2014B-483485,F,Wales,Lower Than A Level,70-80%,0-35,0,60,Y,234,-12.0,234.0,keep,1.0,81.63636363636364,0.0,166,8,369,38,10,2014,Feb,SocSci,Pass
BBB-2014B-483921,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,234,-146.0,234.0,keep,0.36363636363636365,29.09090909090909,1008.0,145,7,456,26,10,2014,Feb,SocSci,Fail
BBB-2014B-485180,F,South West Region,Lower Than A Level,40-50%,0-35,0,195,N,234,-71.0,234.0,keep,1.0,79.45454545454545,0.0,289,7,639,74,10,2014,Feb,SocSci,Pass
BBB-2014B-485262,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,234,-29.0,234.0,keep,1.0,89.54545454545455,0.0,892,8,6178,165,10,2014,Feb,SocSci,Pass
BBB-2014B-485675,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,234,-50.0,234.0,keep,0.9090909090909091,61.63636363636363,12.0,89,6,271,15,10,2014,Feb,SocSci,Fail
BBB-2014B-485980,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,270,N,234,-32.0,234.0,keep,1.0,71.36363636363636,0.0,524,8,923,91,10,2014,Feb,SocSci,Pass
BBB-2014B-486994,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,234,-41.0,234.0,keep,0.9090909090909091,86.54545454545455,194.0,666,7,2317,147,10,2014,Feb,SocSci,Distinction
BBB-2014B-487002,F,South East Region,A Level or Equivalent,20-30%,0-35,0,180,N,234,-36.0,234.0,keep,0.9090909090909091,83.54545454545455,194.0,479,9,1355,77,10,2014,Feb,SocSci,Distinction
BBB-2014B-489198,F,South Region,Lower Than A Level,70-80%,35-55,0,120,N,234,-24.0,234.0,keep,0.18181818181818182,15.818181818181818,1130.0,38,6,141,9,10,2014,Feb,SocSci,Fail
BBB-2014B-490391,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,234,-58.0,234.0,keep,0.8181818181818182,67.27272727272727,234.0,133,7,327,35,10,2014,Feb,SocSci,Pass
BBB-2014B-492928,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,234,-64.0,234.0,keep,0.9090909090909091,65.18181818181819,117.0,52,6,100,9,10,2014,Feb,SocSci,Fail
BBB-2014B-493559,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,234,-32.0,234.0,keep,0.9090909090909091,66.72727272727273,194.0,101,7,205,19,10,2014,Feb,SocSci,Pass
BBB-2014B-494896,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,120,N,234,-58.0,234.0,keep,0.8181818181818182,70.0,388.0,146,8,276,32,10,2014,Feb,SocSci,Pass
BBB-2014B-495876,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,234,-24.0,234.0,keep,0.09090909090909091,7.2727272727272725,1142.0,7,2,16,1,10,2014,Feb,SocSci,Fail
BBB-2014B-500279,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,120,N,234,-31.0,234.0,keep,0.09090909090909091,5.181818181818182,1177.0,42,7,117,7,10,2014,Feb,SocSci,Fail
BBB-2014B-500395,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,234,-29.0,219.0,keep,0.2727272727272727,20.09090909090909,1090.0,7,2,21,1,10,2014,Feb,SocSci,Withdrawn
BBB-2014B-501095,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,234,-31.0,234.0,keep,1.0,92.0909090909091,0.0,296,7,765,81,10,2014,Feb,SocSci,Pass
BBB-2014B-504352,F,London Region,Lower Than A Level,30-40%,0-35,0,90,N,234,-54.0,234.0,keep,1.0,53.54545454545455,0.0,290,7,744,48,10,2014,Feb,SocSci,Fail
BBB-2014B-504967,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,234,-116.0,234.0,keep,0.36363636363636365,25.09090909090909,1008.0,38,6,94,7,10,2014,Feb,SocSci,Fail
BBB-2014B-505899,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,234,-36.0,234.0,keep,0.8181818181818182,66.63636363636364,311.0,305,9,791,55,10,2014,Feb,SocSci,Pass
BBB-2014B-506622,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,234,-36.0,234.0,keep,1.0,91.81818181818181,0.0,401,8,1304,76,10,2014,Feb,SocSci,Distinction
BBB-2014B-507983,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,234,-80.0,234.0,keep,0.5454545454545454,40.36363636363637,809.0,79,5,185,12,10,2014,Feb,SocSci,Fail
BBB-2014B-508100,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,234,-17.0,234.0,keep,1.0,70.45454545454545,0.0,403,7,713,82,10,2014,Feb,SocSci,Fail
BBB-2014B-508400,F,North Region,HE Qualification,0-10%,0-35,0,150,N,234,-82.0,234.0,keep,0.8181818181818182,50.72727272727273,234.0,266,7,944,36,10,2014,Feb,SocSci,Fail
